Timestamp,Category,Severity,Message,MetricValue
2026-08-01T07:52:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,8.05
2026-08-02T06:54:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,36.66
2026-07-29T09:35:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,24.25
2026-07-31T05:35:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,25.34
2026-07-27T22:50:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,29.48
2026-07-29T20:38:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,43.89
2026-08-01T23:17:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,21.15
2026-07-29T16:48:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,38.93
2026-07-29T05:40:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,36.12
2026-08-02T14:37:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,19.82
2026-07-28T02:19:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,6.96
2026-07-27T13:20:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,21.64
2026-07-30T02:19:47.753976,Intune_Enrollment,Warning,Standard telemetry ping for operational category: Intune_Enrollment,23.66
2026-07-30T23:58:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,34.42
2026-08-02T01:28:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,38.99
2026-07-28T22:00:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,11.26
2026-07-30T21:42:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,37.69
2026-08-01T18:40:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,24.07
2026-08-02T02:47:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,11.34
2026-08-02T21:27:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,28.71
2026-07-29T03:42:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,14.02
2026-07-29T14:13:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,28.6
2026-08-02T10:23:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,21.49
2026-07-27T21:13:47.753976,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,15.03
2026-07-27T22:48:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,19.67
2026-08-01T01:27:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,8.74
2026-07-27T04:16:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,16.55
2026-07-28T07:06:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,36.52
2026-07-31T15:04:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,17.56
2026-08-02T22:37:47.753976,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,49.43
2026-07-27T20:54:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,5.19
2026-07-27T22:21:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,10.68
2026-07-30T15:23:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,11.91
2026-07-31T15:09:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,28.08
2026-07-28T16:59:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,34.58
2026-08-01T13:26:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,41.38
2026-07-29T05:28:47.753976,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,37.63
2026-07-30T20:56:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,25.82
2026-08-01T10:14:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,14.94
2026-07-30T22:30:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,26.88
2026-07-29T18:42:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,26.76
2026-08-02T09:23:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,13.02
2026-07-31T03:57:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,29.87
2026-07-27T03:40:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,9.94
2026-08-02T14:52:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,8.83
2026-07-27T05:13:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,20.66
2026-08-01T02:12:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,42.81
2026-08-02T13:52:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,11.93
2026-07-29T02:48:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,11.35
2026-08-01T03:44:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,47.21
2026-07-27T18:45:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,36.4
2026-07-27T22:29:47.753976,FinOps_Cost,Informational,Unmapped Resource Cost Spike: Discovered orphaned premium storage tier.,1345.85
2026-07-30T09:20:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,11.13
2026-07-29T23:28:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,36.58
2026-07-29T03:05:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,21.83
2026-07-31T21:30:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,24.8
2026-07-30T06:52:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,11.41
2026-08-02T11:32:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,40.37
2026-08-02T14:07:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,47.23
2026-08-02T22:46:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,27.88
2026-08-01T22:28:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,33.81
2026-08-01T14:36:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,20.1
2026-08-01T04:58:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,13.12
2026-07-31T11:53:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,35.23
2026-07-29T10:56:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,5.22
2026-07-31T05:44:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,24.75
2026-08-01T13:04:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,36.46
2026-07-29T16:32:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,33.65
2026-07-27T02:01:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,13.7
2026-07-30T22:27:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,44.68
2026-07-30T20:35:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,13.85
2026-08-02T19:45:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,10.3
2026-08-02T16:38:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,19.88
2026-07-29T17:48:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,42.83
2026-08-02T06:40:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,43.09
2026-08-02T15:56:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,5.83
2026-07-29T02:11:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,10.96
2026-07-27T18:40:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,7.03
2026-07-28T05:16:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,40.23
2026-07-28T18:36:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,48.0
2026-07-27T19:57:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,20.89
2026-07-27T15:27:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,17.24
2026-07-29T17:09:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,26.29
2026-07-31T09:16:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,28.65
2026-07-28T03:33:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,39.3
2026-07-29T02:36:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,21.67
2026-08-01T22:39:47.753976,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,6.25
2026-07-29T13:01:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,33.53
2026-07-28T23:13:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,49.4
2026-07-31T03:38:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,39.84
2026-08-02T15:50:47.753976,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,9.43
2026-07-29T06:58:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,29.36
2026-07-28T15:16:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,6.56
2026-07-27T12:53:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,16.01
2026-07-28T10:54:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,6.28
2026-07-31T13:12:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,27.69
2026-07-31T17:51:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,14.28
2026-07-30T09:57:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,33.17
2026-07-28T13:55:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,30.01
2026-08-01T20:33:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,42.71
2026-07-30T16:51:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,24.9
2026-08-01T13:40:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,24.59
2026-07-27T10:34:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,18.52
2026-08-01T09:34:47.753976,Intune_Enrollment,Critical,Standard telemetry ping for operational category: Intune_Enrollment,35.95
2026-07-31T18:25:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,13.85
2026-08-02T00:59:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,33.52
2026-08-02T20:20:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,27.03
2026-07-28T10:48:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,44.4
2026-07-28T21:42:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,13.35
2026-07-27T13:42:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,28.81
2026-07-31T07:40:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,24.78
2026-08-01T08:07:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,43.14
2026-07-31T15:13:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,35.72
2026-08-01T04:57:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,16.58
2026-08-02T23:34:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,30.71
2026-07-31T16:53:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,27.16
2026-07-29T07:28:47.753976,Intune_Enrollment,Warning,Standard telemetry ping for operational category: Intune_Enrollment,22.53
2026-07-28T07:09:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,43.4
2026-07-27T06:34:47.753976,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,6.07
2026-07-28T02:47:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,28.92
2026-07-27T15:21:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,17.0
2026-07-28T12:18:47.753976,Intune_Enrollment,Warning,Standard telemetry ping for operational category: Intune_Enrollment,10.93
2026-08-01T20:04:47.753976,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,12.39
2026-08-02T03:02:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,24.36
2026-07-31T04:19:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,42.9
2026-07-31T17:30:47.753976,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,39.71
2026-07-31T17:02:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,11.49
2026-07-28T06:13:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,17.55
2026-07-27T21:49:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,34.6
2026-07-29T10:50:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,16.51
2026-08-01T17:20:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,11.9
2026-07-29T01:51:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,18.51
2026-07-28T23:26:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,14.9
2026-08-01T03:27:47.753976,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,9.32
2026-07-29T19:49:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,36.52
2026-07-27T23:03:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,9.13
2026-08-02T20:57:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,46.49
2026-07-27T17:51:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,5.21
2026-08-01T09:29:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,32.19
2026-07-30T13:20:47.753976,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,10.34
2026-07-31T08:51:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,41.74
2026-07-27T12:45:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,10.31
2026-07-30T06:22:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,16.73
2026-07-27T23:03:47.753976,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,46.89
2026-07-29T19:12:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,33.94
2026-07-31T04:01:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,32.61
2026-07-28T15:16:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,22.23
2026-08-01T22:42:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,40.17
2026-07-31T09:30:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,39.91
2026-07-31T02:08:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,26.16
2026-07-29T15:10:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,27.0
2026-08-02T06:05:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,26.91
2026-07-28T23:44:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,42.12
2026-08-02T00:23:47.753976,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,18.84
2026-08-02T23:50:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,42.63
2026-08-02T14:28:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,29.04
2026-07-30T14:41:47.753976,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,24.68
2026-07-29T21:16:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,30.69
2026-08-03T01:37:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,48.47
2026-07-29T10:04:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,10.08
2026-07-27T10:20:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,16.2
2026-07-28T18:51:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,7.17
2026-07-30T06:31:47.753976,Intune_Enrollment,Warning,Standard telemetry ping for operational category: Intune_Enrollment,11.23
2026-07-29T09:47:47.753976,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,20.96
2026-07-31T05:54:47.753976,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,48.37
2026-07-30T15:25:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,14.4
2026-07-28T05:48:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,11.7
2026-07-30T11:36:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,11.32
2026-07-29T01:51:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,43.4
2026-08-01T05:00:47.753976,Authentication,Critical,Standard telemetry ping for operational category: Authentication,11.06
2026-08-02T06:52:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,7.76
2026-07-27T04:22:47.753976,Authentication,Warning,Standard telemetry ping for operational category: Authentication,45.75
2026-07-30T22:08:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,27.47
2026-07-27T19:56:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,31.92
2026-07-29T16:51:47.753976,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,16.31
2026-08-02T12:57:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,19.7
2026-07-28T06:00:47.753976,Authentication,Informational,Standard telemetry ping for operational category: Authentication,32.32
2026-08-01T01:23:47.753976,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,41.23
