Timestamp,Category,Severity,Message,MetricValue,Anomaly_Score,Is_Anomaly
2026-06-28T05:02:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,17.1,1,No
2026-06-27T01:23:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,43.39,1,No
2026-06-25T03:35:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,10.76,1,No
2026-06-25T08:27:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,17.28,1,No
2026-06-27T20:57:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,28.22,1,No
2026-06-30T14:31:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,16.32,1,No
2026-06-30T05:03:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,20.51,1,No
2026-06-29T22:27:56.930330,Intune_Enrollment,Warning,Standard telemetry ping for operational category: Intune_Enrollment,19.21,1,No
2026-06-27T10:22:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,49.22,-1,Yes
2026-06-26T23:18:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,24.37,1,No
2026-06-27T14:30:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,16.08,1,No
2026-06-29T14:36:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,41.81,1,No
2026-06-26T05:21:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,6.08,-1,Yes
2026-06-27T21:18:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,32.32,1,No
2026-06-29T14:27:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,10.26,1,No
2026-06-26T07:50:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,18.89,1,No
2026-06-28T16:21:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,37.82,1,No
2026-06-25T06:39:56.930330,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,9.59,1,No
2026-06-25T01:04:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,26.54,1,No
2026-06-25T06:02:56.930330,Authentication,Critical,Standard telemetry ping for operational category: Authentication,39.88,1,No
2026-06-28T15:27:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,26.62,1,No
2026-06-24T15:31:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,46.82,1,No
2026-06-26T04:43:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,36.74,1,No
2026-06-30T01:21:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,25.91,1,No
2026-06-30T04:09:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,22.03,1,No
2026-06-25T12:33:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,46.24,1,No
2026-06-28T10:49:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,9.15,1,No
2026-06-27T03:41:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,18.63,1,No
2026-06-30T15:55:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,25.72,1,No
2026-06-29T18:44:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,26.06,1,No
2026-06-25T10:06:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,49.94,-1,Yes
2026-06-25T13:15:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,19.65,1,No
2026-06-27T12:21:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,6.81,1,No
2026-06-26T11:35:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,34.68,1,No
2026-06-27T15:02:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,24.57,1,No
2026-06-24T12:53:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,12.78,1,No
2026-06-28T03:20:56.930330,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,18.39,1,No
2026-06-24T02:44:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,11.11,1,No
2026-06-24T21:45:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,28.66,1,No
2026-06-27T11:01:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,47.54,1,No
2026-06-29T18:06:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,35.55,1,No
2026-06-30T20:14:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,10.52,1,No
2026-06-29T19:32:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,40.77,1,No
2026-06-25T08:42:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,30.54,1,No
2026-06-27T20:49:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,24.95,1,No
2026-06-29T01:02:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,18.45,1,No
2026-06-27T11:04:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,9.8,1,No
2026-06-30T19:18:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,32.54,1,No
2026-06-26T15:07:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,10.09,1,No
2026-06-27T17:51:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,20.06,1,No
2026-06-24T17:42:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,43.18,1,No
2026-06-29T05:00:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,10.36,1,No
2026-06-28T09:42:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,44.72,1,No
2026-06-27T20:33:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,29.36,1,No
2026-06-28T01:49:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,19.97,1,No
2026-06-28T11:12:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,38.36,1,No
2026-06-30T03:50:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,20.48,1,No
2026-06-26T07:37:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,32.66,1,No
2026-06-28T23:29:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,36.81,1,No
2026-06-27T21:56:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,36.47,1,No
2026-06-27T22:23:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,48.95,1,No
2026-06-28T22:10:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,31.42,1,No
2026-06-27T23:41:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,33.34,1,No
2026-06-25T04:40:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,43.36,1,No
2026-06-28T15:53:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,11.05,1,No
2026-06-26T14:42:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,42.39,1,No
2026-06-27T19:20:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,20.86,1,No
2026-06-24T11:21:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,15.0,1,No
2026-06-25T01:40:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,43.76,1,No
2026-06-25T11:17:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,47.17,1,No
2026-06-29T10:57:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,10.14,1,No
2026-06-29T17:30:56.930330,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,19.16,1,No
2026-06-25T07:39:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,32.35,1,No
2026-06-26T08:11:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,40.81,1,No
2026-06-29T18:57:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,36.83,1,No
2026-06-27T00:51:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,33.06,1,No
2026-06-30T19:20:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,39.95,1,No
2026-06-27T13:31:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,28.48,1,No
2026-06-27T16:13:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,44.43,1,No
2026-06-29T02:33:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,10.26,1,No
2026-06-26T21:20:56.930330,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,37.17,1,No
2026-06-30T13:49:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,20.25,1,No
2026-06-24T09:50:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,8.54,1,No
2026-06-28T04:15:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,8.68,1,No
2026-06-29T22:59:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,6.61,1,No
2026-06-25T02:51:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,49.02,1,No
2026-06-24T15:50:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,9.83,1,No
2026-06-25T12:42:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,31.46,1,No
2026-06-25T10:36:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,44.2,1,No
2026-06-25T07:09:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,21.48,1,No
2026-06-26T10:01:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,12.1,1,No
2026-06-24T01:49:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,45.22,1,No
2026-06-29T18:44:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,23.67,1,No
2026-06-25T05:26:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,31.57,1,No
2026-06-24T19:14:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,25.25,1,No
2026-06-26T19:46:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,40.78,1,No
2026-06-28T20:06:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,16.65,1,No
2026-06-28T13:30:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,39.41,1,No
2026-06-24T08:34:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,49.11,1,No
2026-06-29T19:26:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,17.72,1,No
2026-06-30T20:41:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,17.23,1,No
2026-06-24T11:13:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,48.52,1,No
2026-06-24T07:49:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,6.09,-1,Yes
2026-06-29T21:11:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,27.65,1,No
2026-06-26T06:04:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,26.97,1,No
2026-06-25T08:54:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,28.3,1,No
2026-06-30T14:54:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,38.59,1,No
2026-06-28T18:00:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,15.67,1,No
2026-06-29T15:31:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,31.24,1,No
2026-06-29T00:09:56.930330,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,37.16,1,No
2026-06-25T23:23:56.930330,FinOps_Cost,Informational,Unmapped Resource Cost Spike: Discovered orphaned premium storage tier.,836.58,-1,Yes
2026-06-28T10:12:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,43.4,1,No
2026-06-24T11:34:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,10.42,1,No
2026-06-24T22:16:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,25.27,1,No
2026-06-28T10:07:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,7.58,1,No
2026-06-26T09:36:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,44.19,1,No
2026-06-25T09:40:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,23.92,1,No
2026-06-28T09:34:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,33.92,1,No
2026-06-29T15:36:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,12.82,1,No
2026-06-27T10:51:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,11.28,1,No
2026-06-28T19:56:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,15.93,1,No
2026-06-24T16:41:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,23.74,1,No
2026-06-28T07:51:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,41.72,1,No
2026-06-30T14:49:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,9.29,1,No
2026-06-28T10:20:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,42.16,1,No
2026-06-29T18:44:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,40.01,1,No
2026-06-26T05:50:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,16.15,1,No
2026-06-27T23:22:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,33.73,1,No
2026-06-27T22:15:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,41.95,1,No
2026-06-28T05:12:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,44.46,1,No
2026-06-25T09:42:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,24.55,1,No
2026-06-28T12:21:56.930330,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,39.58,1,No
2026-06-30T02:10:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,41.14,1,No
2026-06-25T13:22:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,19.47,1,No
2026-06-26T17:08:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,29.26,1,No
2026-06-30T10:43:56.930330,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,39.29,1,No
2026-06-29T14:23:56.930330,Authentication,Critical,Standard telemetry ping for operational category: Authentication,22.29,1,No
2026-06-29T10:53:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,32.87,1,No
2026-06-28T03:33:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,31.49,1,No
2026-06-29T04:11:56.930330,Intune_Enrollment,Warning,Standard telemetry ping for operational category: Intune_Enrollment,39.94,1,No
2026-06-28T01:38:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,8.12,1,No
2026-06-29T03:16:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,16.32,1,No
2026-06-26T08:59:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,6.52,1,No
2026-06-30T08:26:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,40.75,1,No
2026-06-30T13:47:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,49.12,1,No
2026-06-30T19:54:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,25.39,1,No
2026-06-26T19:11:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,22.63,1,No
2026-06-25T22:03:56.930330,FinOps_Cost,Critical,Standard telemetry ping for operational category: FinOps_Cost,33.54,1,No
2026-06-26T19:59:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,6.01,-1,Yes
2026-06-27T16:27:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,6.73,1,No
2026-06-25T04:40:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,25.46,1,No
2026-06-27T20:16:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,31.37,1,No
2026-06-25T02:07:56.930330,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,17.63,1,No
2026-06-26T06:27:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,45.64,1,No
2026-06-30T08:00:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,34.46,1,No
2026-06-24T15:16:56.930330,FinOps_Cost,Warning,Standard telemetry ping for operational category: FinOps_Cost,15.01,1,No
2026-06-26T07:07:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,19.56,1,No
2026-06-28T06:18:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,13.16,1,No
2026-06-27T12:56:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,32.71,1,No
2026-06-25T22:50:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,11.96,1,No
2026-06-29T13:14:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,48.3,1,No
2026-06-28T15:38:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,8.37,1,No
2026-06-26T19:34:56.930330,Authentication,Critical,Standard telemetry ping for operational category: Authentication,28.74,1,No
2026-06-26T03:52:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,45.74,1,No
2026-06-24T23:43:56.930330,Authentication,Critical,Standard telemetry ping for operational category: Authentication,40.45,1,No
2026-06-28T03:14:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,34.97,1,No
2026-06-25T06:42:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,30.92,1,No
2026-06-25T06:21:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,32.27,1,No
2026-06-28T02:03:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,21.05,1,No
2026-06-30T09:57:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,23.3,1,No
2026-06-30T13:18:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,32.68,1,No
2026-06-28T08:17:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,17.95,1,No
2026-06-28T13:01:56.930330,VirtualMachines,Critical,Standard telemetry ping for operational category: VirtualMachines,40.2,1,No
2026-06-27T06:59:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,20.46,1,No
2026-06-28T16:43:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,47.06,1,No
2026-06-27T19:13:56.930330,Intune_Enrollment,Informational,Standard telemetry ping for operational category: Intune_Enrollment,26.0,1,No
2026-06-29T05:40:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,31.28,1,No
2026-06-28T19:01:56.930330,FinOps_Cost,Informational,Standard telemetry ping for operational category: FinOps_Cost,13.84,1,No
2026-06-28T19:41:56.930330,VirtualMachines,Warning,Standard telemetry ping for operational category: VirtualMachines,33.87,1,No
2026-06-30T02:45:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,42.36,1,No
2026-06-24T00:45:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,42.06,1,No
2026-06-30T15:59:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,21.17,1,No
2026-06-27T10:46:56.930330,Authentication,Warning,Standard telemetry ping for operational category: Authentication,10.1,1,No
2026-06-26T14:10:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,48.79,1,No
2026-06-27T10:53:56.930330,Authentication,Informational,Standard telemetry ping for operational category: Authentication,27.73,1,No
2026-06-27T17:34:56.930330,VirtualMachines,Informational,Standard telemetry ping for operational category: VirtualMachines,24.2,1,No
